fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
11.янв;0.31;0.49;02.июл;0.094;16;47;0.9986;03.дек;01.фев;10.июн;7;1
07.мар;0.73;0.24;01.сен;0.108;18;102;0.9967;мар.26;0.59;09.мар;5;0
5;0.42;0.24;2;0.06;19;50;0.9917;мар.72;0.74;14;8;1
10.фев;0.29;0.49;02.июн;0.059;5;13;0.9976;03.май;0.74;10.май;7;1
9;0.45;0.49;02.июн;0.084;21;75;0.9987;мар.35;0.57;09.июл;5;0
06.июн;0.39;0.49;01.июл;0.07;23;149;0.9922;03.дек;0.5;11.май;6;1
9;0.45;0.49;02.июн;0.084;21;75;0.9987;мар.35;0.57;09.июл;5;0
09.сен;0.49;0.58;03.май;0.094;9;43;1.0004;мар.29;0.58;9;5;0
07.сен;0.72;0.17;02.июн;0.096;20;38;0.9978;03.апр;0.53;09.май;5;0
08.сен;0.595;0.41;07.сен;0.086;30;109;0.9998;мар.27;0.57;09.мар;5;0
12.апр;0.4;0.51;2;0.059;6;24;0.9994;03.апр;0.6;09.мар;6;1
11.сен;0.58;0.58;01.сен;0.071;5;18;0.998;03.сен;0.63;10;6;1
08.май;0.585;0.18;02.янв;0.078;5;30;0.9967;03.фев;0.48;09.авг;6;1
12.июл;0.59;0.45;02.мар;0.082;11;22;1;3;0.7;09.мар;6;1
08.фев;0.915;0.27;02.янв;0.088;7;23;0.9962;мар.26;0.47;10;4;0
13.фев;0.46;0.52;02.фев;0.071;12;35;1.0006;03.янв;0.56;9;6;1
07.июл;0.835;0;02.июн;0.081;6;14;0.9975;03.мар;0.52;09.мар;5;0
13.фев;0.46;0.52;02.фев;0.071;12;35;1.0006;03.янв;0.56;9;6;1
08.мар;0.58;0.13;02.сен;0.096;14;63;0.9984;мар.17;0.62;09.янв;6;1
08.мар;0.6;0.13;02.июн;0.085;6;24;0.9984;мар.31;0.59;09.фев;6;1
09.апр;0.41;0.48;04.июн;0.072;10;20;0.9973;мар.34;0.79;12.фев;7;1
08.авг;0.48;0.41;03.мар;0.092;26;52;0.9982;мар.31;0.53;10.май;6;1
10.янв;0.65;0.37;05.янв;0.11;11;65;1.0026;мар.32;0.64;10.апр;6;1
06.мар;0.36;0.19;03.фев;0.075;15;39;0.9956;мар.56;0.52;12.июл;6;1
08.авг;0.24;0.54;02.май;0.083;25;57;0.9983;мар.39;0.54;09.фев;5;0
13.фев;0.38;0.55;02.июл;0.081;5;16;1.0006;фев.98;0.54;09.апр;5;0
07.май;0.64;0;02.апр;0.077;18;29;0.9965;мар.32;0.6;10;6;1
08.фев;0.39;0.38;01.май;0.058;10;29;0.9962;мар.26;0.74;09.авг;5;0
09.фев;0.755;0.18;02.фев;0.148;10;103;0.9969;фев.87;янв.36;10.фев;6;1
09.июн;0.6;0.5;02.мар;0.079;28;71;0.9997;03.май;0.57;09.июл;5;0
09.июн;0.6;0.5;02.мар;0.079;28;71;0.9997;03.май;0.57;09.июл;5;0
11.май;0.31;0.51;02.фев;0.079;14;28;0.9982;03.мар;0.93;09.авг;6;1
11.апр;0.46;0.5;02.июл;0.122;4;17;1.0006;мар.13;0.7;10.фев;5;0
11.мар;0.37;0.41;02.мар;0.088;6;16;0.9988;03.сен;0.8;09.мар;5;0
08.мар;0.54;0.24;03.апр;0.076;16;112;0.9976;мар.27;0.61;09.апр;5;0
08.фев;0.56;0.23;03.апр;0.078;14;104;0.9976;мар.28;0.62;09.апр;5;0
10;0.58;0.22;01.сен;0.08;9;32;0.9974;мар.13;0.55;09.май;5;0
07.сен;0.51;0.25;02.сен;0.077;21;45;0.9974;мар.49;0.96;12.янв;6;1
06.авг;0.69;0;05.июн;0.124;21;58;0.9997;мар.46;0.72;10.фев;5;0
06.авг;0.69;0;05.июн;0.124;21;58;0.9997;мар.46;0.72;10.фев;5;0
08.авг;0.6;0.29;02.фев;0.098;5;15;0.9988;мар.36;0.49;09.янв;5;0
08.авг;0.6;0.29;02.фев;0.098;5;15;0.9988;мар.36;0.49;09.янв;5;0
08.июл;0.54;0.26;02.май;0.097;7;31;0.9976;мар.27;0.6;09.мар;6;1
07.июн;0.685;0.23;02.мар;0.111;20;84;0.9964;мар.21;0.61;09.мар;5;0
08.июл;0.54;0.26;02.май;0.097;7;31;0.9976;мар.27;0.6;09.мар;6;1
10.апр;0.28;0.54;02.июл;0.105;5;19;0.9988;мар.25;0.63;09.май;5;0
07.июн;0.41;0.14;3;0.087;21;43;0.9964;мар.32;0.57;10.май;6;1
10.янв;0.935;0.22;03.апр;0.105;11;86;1.001;мар.43;0.64;11.мар;4;0
07.сен;0.35;0.21;01.сен;0.073;46;102;0.9964;мар.27;0.58;09.май;5;0
08.июл;0.84;0;01.апр;0.065;24;33;0.9954;мар.27;0.55;09.июл;5;0
09.июн;0.88;0.28;02.апр;0.086;30;147;0.9979;мар.24;0.53;09.апр;5;0
09.май;0.885;0.27;02.мар;0.084;31;145;0.9978;мар.24;0.53;09.апр;5;0
07.июл;0.915;0.12;02.фев;0.143;7;23;0.9964;мар.35;0.65;10.фев;7;1
08.сен;0.29;0.35;01.сен;0.067;25;57;0.997;мар.18;янв.36;10.мар;6;1
09.сен;0.54;0.45;02.мар;0.071;16;40;0.9991;мар.39;0.62;09.апр;5;0
09.май;0.59;0.44;02.мар;0.071;21;68;0.9992;мар.46;0.63;09.май;5;0
09.сен;0.54;0.45;02.мар;0.071;16;40;0.9991;мар.39;0.62;09.апр;5;0
09.май;0.59;0.44;02.мар;0.071;21;68;0.9992;мар.46;0.63;09.май;5;0
09.сен;0.54;0.45;02.мар;0.071;16;40;0.9991;мар.39;0.62;09.апр;5;0
07.авг;0.64;0.1;6;0.115;5;11;0.9984;мар.37;0.69;10.янв;7;1
07.мар;0.67;0.05;03.июн;0.107;6;20;0.9972;03.апр;0.63;10.янв;5;0
08.мар;0.845;0.01;02.фев;0.07;5;14;0.9967;мар.32;0.58;11;4;0
08.июл;0.48;0.3;02.авг;0.066;10;28;0.9964;мар.33;0.67;11.фев;7;1
06.июл;0.42;0.27;08.июн;0.068;24;148;0.9948;мар.16;0.57;11.мар;6;1
10.июл;0.43;0.39;02.фев;0.106;8;32;0.9986;фев.89;0.5;09.июн;5;0
09.авг;0.88;0.25;02.май;0.104;35;155;1.001;мар.41;0.67;11.фев;5;0
15.сен;0.36;0.65;07.май;0.096;22;71;0.9976;фев.98;0.84;14.сен;5;0
09.апр;0.33;0.59;02.авг;0.079;9;30;0.9976;03.дек;0.54;12;6;1
08.июн;0.47;0.47;02.апр;0.074;7;29;0.9979;03.авг;0.46;09.май;5;0
09.июл;0.55;0.17;02.сен;0.087;20;53;1.0004;мар.14;0.61;09.апр;5;0
10.июл;0.43;0.39;02.фев;0.106;8;32;0.9986;фев.89;0.5;09.июн;5;0
12;0.5;0.59;01.апр;0.073;23;42;0.998;фев.92;0.68;10.май;7;1
07.фев;0.52;0.07;01.апр;0.074;5;20;0.9973;мар.32;0.81;09.июн;6;1
07.янв;0.84;0.02;04.апр;0.096;5;13;0.997;мар.41;0.57;11;4;0
07.фев;0.52;0.07;01.апр;0.074;5;20;0.9973;мар.32;0.81;09.июн;6;1
07.май;0.42;0.31;01.июн;0.08;15;42;0.9978;мар.31;0.64;9;5;0
07.фев;0.57;0.06;01.июн;0.076;9;27;0.9972;мар.36;0.7;09.июн;6;1
10.янв;0.28;0.46;01.авг;0.05;5;13;0.9974;03.апр;0.79;10.фев;6;1
12.янв;0.4;0.52;2;0.092;15;54;1;03.мар;0.66;10.фев;5;0
09.апр;0.59;0.14;2;0.084;25;48;0.9981;мар.14;0.56;09.июл;5;0
08.мар;0.49;0.36;01.авг;0.222;6;16;0.998;мар.18;0.6;09.май;6;1
11.мар;0.34;0.45;2;0.082;6;15;0.9988;фев.94;0.66;09.фев;6;1
10;0.73;0.43;02.мар;0.059;15;31;0.9966;мар.15;0.57;11;5;0
11.мар;0.34;0.45;2;0.082;6;15;0.9988;фев.94;0.66;09.фев;6;1
06.сен;0.4;0.24;02.май;0.083;30;45;0.9959;мар.26;0.58;10;5;0
08.фев;0.73;0.21;01.июл;0.074;5;13;0.9968;03.фев;0.52;09.май;5;0
09.авг;янв.24;0.34;2;0.079;32;151;0.998;мар.15;0.53;09.май;5;0
08.фев;0.73;0.21;01.июл;0.074;5;13;0.9968;03.фев;0.52;09.май;5;0
10.авг;0.4;0.41;02.фев;0.084;7;17;0.9984;03.авг;0.67;09.мар;6;1
09.мар;0.41;0.39;02.фев;0.064;12;31;0.9984;мар.26;0.65;10.фев;5;0
10.авг;0.4;0.41;02.фев;0.084;7;17;0.9984;03.авг;0.67;09.мар;6;1
08.июн;0.8;0.11;02.мар;0.084;12;31;0.9979;03.апр;0.48;09.сен;5;0
08.мар;0.78;0.1;02.июн;0.081;45;87;0.9983;мар.48;0.53;10;5;0
10.авг;0.26;0.45;03.мар;0.06;20;49;0.9972;мар.13;0.54;09.июн;5;0
13.мар;0.43;0.58;01.сен;0.07;15;40;1.0004;03.июн;0.49;9;5;0
8;0.45;0.23;02.фев;0.094;16;29;0.9962;мар.21;0.49;10.фев;6;1
08.май;0.46;0.31;фев.25;0.078;32;58;0.998;мар.33;0.54;09.авг;5;0
08.янв;0.78;0.23;02.июн;0.059;5;15;0.997;мар.37;0.56;11.мар;5;0
09.авг;0.98;0.32;02.мар;0.078;35;152;0.998;мар.25;0.48;09.апр;5;0
08.янв;0.78;0.23;02.июн;0.059;5;15;0.997;мар.37;0.56;11.мар;5;0
07.янв;0.65;0.18;01.авг;0.07;13;40;0.997;мар.44;0.6;09.янв;5;0
09.янв;0.64;0.23;03.янв;0.095;13;38;0.9998;мар.28;0.59;09.июл;5;0
07.июл;0.66;0.04;01.июн;0.039;4;9;0.9962;03.апр;0.47;09.апр;5;0
08.янв;0.38;0.48;01.авг;0.157;5;17;0.9976;03.мар;01.май;09.апр;5;0
07.апр;1.185;0;апр.25;0.097;5;14;0.9966;мар.63;0.54;10.июл;3;0
09.фев;0.92;0.24;02.июн;0.087;12;93;0.9998;мар.48;0.54;09.авг;5;0
08.июн;0.49;0.51;2;0.422;16;62;0.9979;03.мар;янв.17;9;5;0
9;0.48;0.32;02.авг;0.084;21;122;0.9984;мар.32;0.62;09.апр;5;0
9;0.47;0.31;02.июл;0.084;24;125;0.9984;мар.31;0.61;09.апр;5;0
05.янв;0.47;0.02;01.мар;0.034;18;44;0.9921;03.сен;0.62;12.авг;6;1
7;0.65;0.02;02.янв;0.066;8;25;0.9972;мар.47;0.67;09.май;6;1
7;0.65;0.02;02.янв;0.066;8;25;0.9972;мар.47;0.67;09.май;6;1
09.апр;0.615;0.28;03.фев;0.087;18;72;1.0001;мар.31;0.53;09.июл;5;0
11.авг;0.38;0.55;02.янв;0.071;5;19;0.9986;03.ноя;0.62;10.авг;6;1
10.июн;01.фев;0.43;02.сен;0.076;26;88;0.9984;03.авг;0.57;10.янв;6;1
7;0.65;0.02;02.янв;0.066;8;25;0.9972;мар.47;0.67;09.май;6;1
7;0.64;0.02;02.янв;0.067;9;23;0.997;мар.47;0.67;09.апр;6;1
07.май;0.38;0.48;02.июн;0.073;22;84;0.9972;мар.32;0.7;09.июн;4;0
09.янв;0.765;0.04;01.июн;0.078;4;14;0.998;мар.29;0.54;09.июл;4;0
08.апр;1.035;0.15;6;0.073;11;54;0.999;мар.37;0.49;09.сен;5;0
7;0.78;0.08;2;0.093;10;19;0.9956;03.апр;0.47;10;5;0
07.апр;0.49;0.19;3;0.077;16;37;0.9966;мар.37;0.51;10.май;5;0
07.авг;0.545;0.12;02.май;0.068;11;35;0.996;мар.34;0.61;11.июн;6;1
09.июл;0.31;0.47;01.июн;0.062;13;33;0.9983;мар.27;0.66;10;6;1
10.июн;1.025;0.43;02.авг;0.08;21;84;0.9985;03.июн;0.57;10.янв;5;0
08.сен;0.565;0.34;3;0.093;16;112;0.9998;мар.38;0.61;09.май;5;0
08.июл;0.69;0;03.фев;0.084;13;33;0.9992;мар.36;0.45;09.апр;5;0
8;0.43;0.36;02.мар;0.075;10;48;0.9976;мар.34;0.46;09.апр;5;0
09.сен;0.74;0.28;02.июн;0.078;21;77;0.998;мар.28;0.51;09.авг;5;0
07.фев;0.49;0.18;02.июл;0.069;13;34;0.9967;мар.29;0.48;09.фев;6;1
8;0.43;0.36;02.мар;0.075;10;48;0.9976;мар.34;0.46;09.апр;5;0
07.июн;0.46;0.11;02.июн;0.079;12;49;0.9968;мар.21;0.57;10;5;0
08.апр;0.56;0.04;2;0.082;10;22;0.9976;мар.22;0.44;09.июн;5;0
07.янв;0.66;0;03.сен;0.086;17;45;0.9976;мар.46;0.54;09.май;5;0
08.апр;0.56;0.04;2;0.082;10;22;0.9976;мар.22;0.44;09.июн;5;0
08.сен;0.48;0.24;фев.85;0.094;35;106;0.9982;03.янв;0.53;09.фев;5;0
07.июн;0.42;0.08;02.июл;0.084;15;48;0.9968;мар.21;0.59;10;5;0
07.янв;0.31;0.3;02.фев;0.053;36;127;0.9965;фев.94;янв.62;09.май;5;0
07.май;1.115;0.1;03.янв;0.086;5;12;0.9958;мар.54;0.6;11.фев;4;0
9;0.66;0.17;3;0.077;5;13;0.9976;мар.29;0.55;10.апр;5;0
08.янв;0.72;0.09;02.авг;0.084;18;49;0.9994;мар.43;0.72;11.янв;6;1
06.апр;0.57;0.02;01.авг;0.067;4;11;0.997;мар.46;0.68;09.май;5;0
06.апр;0.57;0.02;01.авг;0.067;4;11;0.997;мар.46;0.68;09.май;5;0
06.апр;0.865;0.03;03.фев;0.071;27;58;0.995;мар.61;0.49;12.июл;6;1
09.май;0.55;0.66;02.мар;0.387;12;37;0.9982;мар.17;0.67;09.июн;5;0
08.сен;0.875;0.13;мар.45;0.088;4;14;0.9994;мар.44;0.52;11.май;5;0
07.мар;0.835;0.03;02.янв;0.092;10;19;0.9966;мар.39;0.47;09.июн;5;0
7;0.45;0.34;02.июл;0.082;16;72;0.998;мар.55;0.6;09.май;5;0
07.июл;0.56;0.2;2;0.075;9;39;0.9987;мар.48;0.62;09.мар;5;0
07.июл;0.965;0.1;02.янв;0.112;11;22;0.9963;мар.26;0.5;09.май;5;0
07.июл;0.965;0.1;02.янв;0.112;11;22;0.9963;мар.26;0.5;09.май;5;0
08.фев;0.59;0;02.май;0.093;19;58;1.0002;03.май;0.65;09.мар;6;1
9;0.46;0.23;02.авг;0.092;28;104;0.9983;03.янв;0.56;09.фев;5;0
9;0.69;0;02.апр;0.088;19;38;0.999;мар.35;0.6;09.мар;5;0
08.мар;0.76;0.29;04.фев;0.075;12;16;0.9965;мар.45;0.68;11.май;6;1
09.фев;0.53;0.24;02.июн;0.078;28;139;0.99788;мар.21;0.57;09.май;5;0
06.май;0.615;0;01.сен;0.065;9;18;0.9972;мар.46;0.65;09.фев;5;0
11.июн;0.41;0.58;02.авг;0.096;25;101;1.00024;мар.13;0.53;10;5;0
11.янв;0.39;0.54;02.июл;0.095;21;101;1.0001;мар.13;0.51;09.май;5;0
07.мар;0.51;0.18;02.янв;0.07;12;28;0.99768;мар.52;0.73;09.май;6;1
08.фев;0.34;0.38;02.май;0.08;12;57;0.9978;03.мар;0.47;9;6;1
08.июн;0.33;0.4;02.июн;0.083;16;68;0.99782;03.мар;0.48;09.апр;5;0
07.фев;0.5;0.18;02.янв;0.071;12;31;0.99761;мар.52;0.72;09.июн;6;1
07.мар;0.51;0.18;02.янв;0.07;12;28;0.99768;мар.52;0.73;09.май;6;1
08.мар;0.65;0.1;02.сен;0.089;17;40;0.99803;мар.29;0.55;09.май;5;0
08.мар;0.65;0.1;02.сен;0.089;17;40;0.99803;мар.29;0.55;09.май;5;0
07.июн;0.54;0.13;02.май;0.097;24;66;0.99785;мар.39;0.61;09.апр;5;0
08.мар;0.65;0.1;02.сен;0.089;17;40;0.99803;мар.29;0.55;09.май;5;0
07.авг;0.48;0.68;01.июл;0.415;14;32;0.99656;03.сен;01.июн;09.янв;6;1
07.авг;0.91;0.07;01.сен;0.058;22;47;0.99525;мар.51;0.43;10.июл;6;1
06.мар;0.98;0.01;2;0.057;15;33;0.99488;03.июн;0.46;11.фев;6;1
08.янв;0.87;0;02.фев;0.084;10;31;0.99656;мар.25;0.5;09.авг;5;0
08.янв;0.87;0;02.фев;0.084;10;31;0.99656;мар.25;0.5;09.авг;5;0
08.авг;0.42;0.21;02.май;0.092;33;88;0.99823;мар.19;0.52;09.фев;5;0
9;0.58;0.25;02.авг;0.075;9;104;0.99779;мар.23;0.57;09.июл;5;0
09.мар;0.655;0.26;2;0.096;5;35;0.99738;мар.25;0.42;09.июн;5;0
08.авг;0.7;0;01.июл;0.069;8;19;0.99701;мар.31;0.53;10;6;1
09.мар;0.655;0.26;2;0.096;5;35;0.99738;мар.25;0.42;09.июн;5;0
09.янв;0.68;0.11;02.авг;0.093;11;44;0.99888;мар.31;0.55;09.май;6;1
09.фев;0.67;0.1;3;0.091;12;48;0.99888;мар.31;0.54;09.май;6;1
08.авг;0.59;0.18;02.сен;0.089;12;74;0.99738;мар.14;0.54;09.апр;5;0
07.май;0.6;0.32;02.июл;0.103;13;98;0.99938;мар.45;0.62;09.май;5;0
07.янв;0.59;0.02;02.мар;0.082;24;94;0.99744;мар.55;0.53;09.июл;6;1
07.сен;0.72;0.01;01.сен;0.076;7;32;0.99668;мар.39;0.54;09.июн;5;0
07.янв;0.59;0.02;02.мар;0.082;24;94;0.99744;мар.55;0.53;09.июл;6;1
09.апр;0.685;0.26;02.апр;0.082;23;143;0.9978;мар.28;0.55;09.апр;5;0
09.май;0.57;0.27;02.мар;0.082;23;144;0.99782;мар.27;0.55;09.апр;5;0
07.сен;0.4;0.29;01.авг;0.157;1;44;0.9973;03.мар;0.92;09.май;6;1
07.сен;0.4;0.3;01.авг;0.157;2;45;0.99727;мар.31;0.91;09.май;6;1
07.фев;1;0;3;0.102;7;16;0.99586;мар.43;0.46;10;5;0
06.сен;0.765;0.18;02.апр;0.243;05.май;48;0.99612;03.апр;0.6;10.мар;6;1
06.сен;0.635;0.17;02.апр;0.241;6;18;0.9961;03.апр;0.59;10.мар;6;1
08.мар;0.43;0.3;03.апр;0.079;7;34;0.99788;мар.36;0.61;10.май;5;0
07.янв;0.52;0.03;02.июн;0.076;21;92;0.99745;03.май;0.6;09.авг;5;0
7;0.57;0;2;0.19;12;45;0.99676;мар.31;0.6;09.апр;6;1
06.май;0.46;0.14;02.апр;0.114;9;37;0.99732;мар.66;0.65;09.авг;5;0
9;0.82;0.05;02.апр;0.081;26;96;0.99814;мар.36;0.53;10;5;0
06.май;0.46;0.14;02.апр;0.114;9;37;0.99732;мар.66;0.65;09.авг;5;0
07.янв;0.59;0.01;02.май;0.077;20;85;0.99746;мар.55;0.59;09.авг;5;0
09.сен;0.35;0.41;02.мар;0.083;11;61;0.9982;мар.21;0.5;09.май;5;0
09.сен;0.35;0.41;02.мар;0.083;11;61;0.9982;мар.21;0.5;09.май;5;0
10;0.56;0.24;02.фев;0.079;19;58;0.9991;мар.18;0.56;10.янв;6;1
10;0.56;0.24;02.фев;0.079;19;58;0.9991;мар.18;0.56;10.янв;6;1
08.июн;0.63;0.17;02.сен;0.099;21;119;0.998;03.сен;0.52;09.мар;5;0
07.апр;0.37;0.43;02.июн;0.082;18;82;0.99708;мар.33;0.68;09.июл;6;1
08.авг;0.64;0.17;02.сен;0.084;25;130;0.99818;мар.23;0.54;09.июн;5;0
07.янв;0.61;0.02;02.май;0.081;17;87;0.99745;мар.48;0.6;09.июл;6;1
07.июл;0.6;0;02.июн;0.055;7;13;0.99639;мар.38;0.56;10.авг;5;0
10.янв;0.27;0.54;02.мар;0.065;7;26;0.99531;мар.17;0.53;12.май;6;1
10.авг;0.89;0.3;02.июн;0.132;7;60;0.99786;фев.99;янв.18;10.фев;5;0
08.июл;0.46;0.31;02.май;0.126;24;64;0.99746;03.янв;0.74;09.июн;5;0
09.мар;0.37;0.44;01.июн;0.038;21;42;0.99526;мар.24;0.81;10.авг;7;1
09.апр;0.5;0.34;03.июн;0.082;5;14;0.9987;мар.29;0.52;10.июл;6;1
09.апр;0.5;0.34;03.июн;0.082;5;14;0.9987;мар.29;0.52;10.июл;6;1
07.фев;0.61;0.08;4;0.082;26;108;0.99641;мар.25;0.51;09.апр;5;0
08.июн;0.55;0.09;03.мар;0.068;8;17;0.99735;мар.23;0.44;10;5;0
05.янв;0.585;0;01.июл;0.044;14;86;0.99264;мар.56;0.94;12.сен;7;1
07.июл;0.56;0.08;02.май;0.114;14;46;0.9971;мар.24;0.66;09.июн;6;1
08.апр;0.52;0.22;02.июл;0.084;4;18;0.99682;мар.26;0.57;09.сен;6;1
08.фев;0.28;0.4;02.апр;0.052;4;10;0.99356;мар.33;0.7;12.авг;7;1
08.апр;0.25;0.39;2;0.041;4;10;0.99386;мар.27;0.71;12.май;7;1
08.фев;0.28;0.4;02.апр;0.052;4;10;0.99356;мар.33;0.7;12.авг;7;1
07.апр;0.53;0.12;01.сен;0.165;4;12;0.99702;мар.26;0.86;09.фев;5;0
07.июн;0.48;0.31;02.авг;0.07;4;15;0.99693;мар.22;0.55;10.мар;6;1
07.мар;0.49;0.1;02.июн;0.068;4;14;0.99562;03.мар;0.47;10.май;5;0
12.сен;0.5;0.55;02.авг;0.072;7;24;1.00012;03.сен;0.68;10.сен;6;1
10.авг;0.45;0.33;02.май;0.099;20;38;0.99818;мар.24;0.71;10.авг;5;0
06.сен;0.39;0.24;02.янв;0.102;4;7;0.99462;мар.44;0.58;11.апр;4;0
12.июн;0.41;0.54;02.авг;0.103;19;41;0.99939;мар.21;0.76;11.мар;6;1
10.авг;0.45;0.33;02.май;0.099;20;38;0.99818;мар.24;0.71;10.авг;5;0
09.авг;0.51;0.19;03.фев;0.081;8;30;0.9984;мар.23;0.58;10.май;6;1
10.авг;0.29;0.42;01.июн;0.084;19;27;0.99545;мар.28;0.73;11.сен;6;1
07.янв;0.715;0;фев.35;0.071;21;47;0.99632;мар.29;0.45;09.апр;5;0
09.янв;0.66;0.15;03.фев;0.097;9;59;0.99976;мар.28;0.54;09.июн;5;0
7;0.685;0;01.сен;0.099;9;22;0.99606;мар.34;0.6;09.июл;5;0
04.сен;0.42;0;02.янв;0.048;16;42;0.99154;мар.71;0.74;14;7;1
06.июл;0.54;0.13;2;0.076;15;36;0.9973;мар.61;0.64;09.авг;5;0
06.июл;0.54;0.13;2;0.076;15;36;0.9973;мар.61;0.64;09.авг;5;0
07.янв;0.48;0.28;02.авг;0.068;6;16;0.99682;мар.24;0.53;10.мар;5;0
07.янв;0.46;0.14;02.авг;0.076;15;37;0.99624;мар.36;0.49;10.июл;5;0
07.май;0.27;0.34;02.мар;0.05;4;8;0.9951;03.апр;0.64;11;7;1
07.янв;0.46;0.14;02.авг;0.076;15;37;0.99624;мар.36;0.49;10.июл;5;0
07.авг;0.57;0.09;02.мар;0.065;34;45;0.99417;мар.46;0.74;12.июл;8;1
05.сен;0.61;0.08;02.янв;0.071;16;24;0.99376;мар.56;0.77;11.янв;6;1
07.май;0.685;0.07;02.май;0.058;5;9;0.99632;мар.38;0.55;10.сен;4;0
05.сен;0.61;0.08;02.янв;0.071;16;24;0.99376;мар.56;0.77;11.янв;6;1
10.апр;0.44;0.42;01.май;0.145;34;48;0.99832;мар.38;0.86;09.сен;3;0
11.июн;0.47;0.44;01.июн;0.147;36;51;0.99836;мар.38;0.86;09.сен;4;0
08.авг;0.685;0.26;01.июн;0.088;16;23;0.99694;мар.32;0.47;09.апр;5;0
07.июн;0.665;0.1;01.май;0.066;27;55;0.99655;мар.39;0.51;09.мар;5;0
06.июл;0.28;0.28;02.апр;0.012;36;100;0.99064;мар.26;0.39;11.июл;7;1
06.июл;0.28;0.28;02.апр;0.012;36;100;0.99064;мар.26;0.39;11.июл;7;1
10.янв;0.31;0.35;01.июн;0.075;9;28;0.99672;мар.24;0.83;11.фев;7;1
6;0.5;0.04;02.фев;0.092;13;26;0.99647;мар.46;0.47;10;5;0
11.янв;0.42;0.47;фев.65;0.085;9;34;0.99736;мар.24;0.77;12.янв;7;1
06.июн;0.66;0;3;0.115;21;31;0.99629;мар.45;0.63;10.мар;5;0
10.июн;0.5;0.45;02.июн;0.119;34;68;0.99708;мар.23;0.72;10.сен;6;1
07.янв;0.685;0.35;2;0.088;9;92;0.9963;мар.28;0.62;09.апр;5;0
09.сен;0.25;0.46;01.июл;0.062;26;42;0.9959;мар.18;0.83;10.июн;6;1
06.апр;0.64;0.21;01.авг;0.081;14;31;0.99689;мар.59;0.66;09.авг;5;0
06.апр;0.64;0.21;01.авг;0.081;14;31;0.99689;мар.59;0.66;09.авг;5;0
07.апр;0.68;0.16;01.авг;0.078;12;39;0.9977;03.май;0.7;09.сен;6;1
06.апр;0.64;0.21;01.авг;0.081;14;31;0.99689;мар.59;0.66;09.авг;5;0
06.апр;0.63;0.21;01.июн;0.08;12;32;0.99689;мар.58;0.66;09.авг;5;0
09.мар;0.43;0.44;01.сен;0.085;9;22;0.99708;мар.28;0.55;09.май;5;0
09.мар;0.43;0.44;01.сен;0.085;9;22;0.99708;мар.28;0.55;09.май;5;0
8;0.42;0.32;02.май;0.08;26;122;0.99801;мар.22;01.июл;09.июл;5;0
09.мар;0.36;0.39;01.май;0.08;41;55;0.99652;мар.47;0.73;10.сен;6;1
09.мар;0.36;0.39;01.май;0.08;41;55;0.99652;мар.47;0.73;10.сен;6;1
07.июн;0.735;0.02;02.май;0.071;10;14;0.99538;мар.51;0.71;11.июл;7;1
09.мар;0.36;0.39;01.май;0.08;41;55;0.99652;мар.47;0.73;10.сен;6;1
08.фев;0.26;0.34;02.май;0.073;16;47;0.99594;03.апр;0.78;11.мар;7;1
11.июл;0.28;0.47;01.июл;0.054;17;32;0.99686;мар.15;0.67;10.июн;7;1
06.авг;0.56;0.22;01.авг;0.074;15;24;0.99438;03.апр;0.82;11.фев;6;1
07.фев;0.62;0.06;02.июл;0.077;15;85;0.99746;мар.51;0.54;09.май;5;0
05.авг;01.янв;0.66;2;0.039;15;88;0.99357;мар.66;0.6;11.май;6;1
07.май;0.42;0.32;02.июл;0.067;7;25;0.99628;мар.24;0.44;10.апр;5;0
07.фев;0.62;0.06;02.май;0.078;17;84;0.99746;мар.51;0.53;09.июл;5;0
07.фев;0.62;0.06;02.июл;0.077;15;85;0.99746;мар.51;0.54;09.май;5;0
07.фев;0.635;0.07;02.июн;0.077;16;86;0.99748;мар.51;0.54;09.июл;5;0
06.авг;0.49;0.22;02.мар;0.071;13;24;0.99438;мар.41;0.83;11.мар;6;1
06.сен;0.51;0.23;2;0.072;13;22;0.99438;03.апр;0.84;11.фев;6;1
06.авг;0.56;0.22;01.авг;0.074;15;24;0.99438;03.апр;0.82;11.фев;6;1
07.июн;0.63;0.03;2;0.08;27;43;0.99578;мар.44;0.64;10.сен;6;1
07.июл;0.715;0.01;02.янв;0.064;31;43;0.99371;мар.41;0.57;11.авг;6;1
06.сен;0.56;0.03;01.май;0.086;36;46;0.99522;мар.53;0.57;10.июн;5;0
07.мар;0.35;0.24;2;0.067;28;48;0.99576;мар.43;0.54;10;4;0
09.янв;0.21;0.37;01.июн;0.067;6;10;0.99552;мар.23;0.58;11.янв;7;1
10.апр;0.38;0.46;02.янв;0.104;6;10;0.99664;03.дек;0.65;11.авг;7;1
08.авг;0.31;0.4;02.авг;0.109;7;16;0.99614;мар.31;0.79;11.авг;7;1
07.янв;0.47;0;02.фев;0.067;7;14;0.99517;03.апр;0.58;10.сен;4;0
07.июл;0.715;0.01;02.янв;0.064;31;43;0.99371;мар.41;0.57;11.авг;6;1
08.авг;0.61;0.19;4;0.094;30;69;0.99787;мар.22;0.5;10;6;1
