fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
05.янв;0.14;0.25;0.7;0.039;15;89;0.9919;мар.22;0.43;09.фев;6;1
06.авг;0.18;0.3;12.авг;0.062;19;171;0.99808;3;0.52;9;7;1
07.фев;0.615;0.1;01.апр;0.068;25;154;0.99499;03.фев;0.48;09.июл;4;0
06.сен;0.13;0.28;13.мар;0.05;47;132;0.99655;мар.34;0.42;10.янв;6;1
06.июл;0.34;0.3;08.май;0.059;24;152;0.99615;мар.46;0.64;11;7;1
07.мар;0.32;0.29;01.май;0.038;32;144;0.99296;03.фев;0.55;10.авг;5;0
06.мар;0.21;0.29;11.июл;0.048;49;147;0.99482;мар.22;0.38;10.авг;5;0
05.апр;0.5;0.13;5;0.028;12;107;0.99079;мар.48;0.88;13.май;7;1
08.фев;0.52;0.34;01.фев;0.042;18;167;0.99366;мар.24;0.39;10.июн;5;0
07.авг;0.28;0.31;02.янв;0.046;28;208;0.99434;мар.23;0.64;09.авг;5;0
06.апр;0.22;0.34;01.апр;0.023;56;115;0.98958;мар.18;0.7;11.июл;6;1
07.авг;0.28;0.31;02.янв;0.046;28;208;0.99434;мар.23;0.64;09.авг;5;0
06.сен;0.32;0.27;16;0.034;58;185;0.99938;мар.34;0.6;9;6;1
06.авг;0.11;0.42;01.янв;0.042;51;132;0.99059;мар.18;0.74;11.мар;7;1
06.фев;0.26;0.32;15.мар;0.031;64;185;0.99835;мар.31;0.61;09.апр;5;0
06.апр;0.22;0.34;01.апр;0.023;56;115;0.98958;мар.18;0.7;11.июл;6;1
06.июл;0.3;0.29;02.авг;0.025;37;107;0.99159;мар.31;0.63;11.мар;7;1
06.июл;0.3;0.29;02.авг;0.025;37;107;0.99159;мар.31;0.63;11.мар;7;1
07.янв;0.2;0.3;0.9;0.019;4;28;0.98931;03.фев;0.36;12;6;1
07.фев;0.2;0.36;02.май;0.028;22;157;0.9938;мар.48;0.49;10.июн;6;1
08.сен;0.26;0.33;08.янв;0.024;47;202;0.99558;мар.13;0.46;10.авг;6;1
07.май;0.25;0.32;08.фев;0.024;53;209;0.99563;03.дек;0.46;10.авг;6;1
07.янв;0.2;0.3;0.9;0.019;4;28;0.98931;03.фев;0.36;12;6;1
06.мар;0.27;0.46;11.янв;0.053;44;177;0.99691;мар.18;0.67;09.апр;5;0
06.май;0.3;0.39;07.авг;0.038;61;219;0.9959;мар.19;0.5;09.апр;5;0
06.июл;0.3;0.29;02.авг;0.025;37;107;0.99159;мар.31;0.63;11.мар;7;1
06.июн;0.36;0.52;10.янв;0.05;29;140;0.99628;03.июл;0.4;09.апр;5;0
июн.15;0.21;0.37;03.фев;0.021;20;80;0.99076;мар.39;0.47;12;5;0
06.май;0.18;0.41;14.фев;0.039;47;129;0.99678;мар.28;0.72;10.мар;7;1
06.май;0.18;0.41;14.фев;0.039;47;129;0.99678;мар.28;0.72;10.мар;7;1
06.май;0.18;0.41;14.фев;0.039;47;129;0.99678;мар.28;0.72;10.мар;7;1
06.июн;0.26;0.21;02.сен;0.026;48;126;0.99089;мар.22;0.38;11.мар;7;1
06.июн;0.35;0.35;6;0.063;31;150;0.99537;03.янв;0.47;09.апр;6;1
06.май;0.28;0.28;20.апр;0.041;40;144;1.0002;мар.14;0.38;08.июл;5;0
06.июн;0.36;0.52;10.янв;0.05;29;140;0.99628;03.июл;0.4;09.апр;5;0
06.июн;0.26;0.21;02.сен;0.026;48;126;0.99089;мар.22;0.38;11.мар;7;1
06.май;0.18;0.41;14.фев;0.039;47;129;0.99678;мар.28;0.72;10.мар;7;1
июн.15;0.21;0.37;03.фев;0.021;20;80;0.99076;мар.39;0.47;12;5;0
04.май;0.19;0.21;0.95;0.033;89;159;0.99332;мар.34;0.42;8;5;0
8;0.24;0.26;01.июл;0.033;36;136;0.99316;мар.44;0.51;10.апр;7;1
07.авг;0.17;0.23;01.июл;0.029;39;128;0.99272;мар.37;0.41;10.июл;7;1
7;0.24;0.24;9;0.03;42;219;0.99636;мар.47;0.46;10.фев;6;1
05.авг;0.6;0;01.мар;0.044;72;197;0.99202;мар.56;0.43;10.сен;5;0
05.сен;0.445;0.26;01.апр;0.027;23;109;0.99148;03.мар;0.36;10.май;6;1
06.июл;0.28;0.28;02.апр;0.012;36;100;0.99064;мар.26;0.39;11.июл;7;1
06.авг;0.44;0.2;16;0.065;61;186;0.99884;мар.13;0.45;08.июн;5;0
07.фев;0.24;0.27;11.апр;0.034;40;174;0.99773;03.фев;0.44;9;5;0
08.июл;0.31;0.73;14.35;0.044;27;191;1.00013;фев.96;0.88;08.июл;5;0
08.фев;0.32;0.26;02.янв;0.062;26;87;0.98974;03.янв;0.47;12.авг;6;1
07.фев;0.24;0.27;11.апр;0.034;40;174;0.99773;03.фев;0.44;9;5;0
08.июл;0.31;0.73;14.35;0.044;27;191;1.00013;фев.96;0.88;08.июл;5;0
07.май;0.13;0.38;01.янв;0.023;42;104;0.99112;мар.28;0.53;11.авг;6;1
09.фев;0.14;0.37;01.янв;0.034;36;84;0.99136;03.май;0.55;11.июн;6;1
07.апр;0.2;0.37;01.фев;0.028;28;89;0.99132;мар.14;0.61;11.авг;6;1
06.янв;0.15;0.35;15.авг;0.042;55;158;0.99642;мар.24;0.37;10.июн;5;0
07.июн;0.23;0.4;05.фев;0.066;14;91;0.99488;мар.17;0.8;09.июл;5;0
08.янв;0.33;0.22;05.фев;0.047;24;151;0.99527;мар.22;0.47;10.мар;5;0
июл.15;0.17;0.24;09.июн;0.119;56;178;0.99578;мар.15;0.44;10.фев;6;1
06.июл;0.12;0.3;05.фев;0.048;38;113;0.99352;мар.33;0.44;10.янв;7;1
05.июл;0.18;0.36;01.фев;0.046;9;71;0.99199;03.июл;0.68;10.сен;7;1
05.авг;0.15;0.28;0.8;0.037;43;127;0.99198;мар.24;0.51;09.мар;5;0
06.июн;0.23;0.29;14.45;0.057;29;144;0.99756;мар.33;0.54;10.фев;6;1
июл.15;0.17;0.24;09.июн;0.119;56;178;0.99578;мар.15;0.44;10.фев;6;1
7;0.34;0.39;06.сен;0.066;43;162;0.99561;03.ноя;0.53;09.май;5;0
06.апр;0.68;0.26;03.апр;0.069;25;146;0.99347;мар.18;0.4;09.мар;5;0
07.мар;0.22;0.31;02.мар;0.018;45;80;0.98936;03.июн;0.34;12.сен;7;1
06.апр;0.28;0.27;11;0.042;45;148;0.99786;мар.14;0.46;08.июл;5;0
06.сен;0.4;0.22;май.95;0.081;76;303;0.99705;03.апр;0.57;09.апр;5;0
06.авг;0.19;0.23;05.янв;0.034;71;204;0.9942;мар.23;0.69;10.янв;5;0
07.янв;0.23;0.24;05.апр;0.039;60;196;0.9948;мар.19;0.78;10;4;0
июн.45;0.14;0.42;01.фев;0.05;51;129;0.99116;мар.27;0.69;11.янв;7;1
06.май;0.15;0.44;12.июн;0.052;65;158;0.99688;мар.26;0.7;10.мар;7;1
07.янв;0.15;0.34;1;0.033;27;73;0.98974;мар.24;0.41;12.фев;6;1
06.июл;0.33;0.34;06.июн;0.067;35;156;0.99542;03.ноя;0.48;09.мар;6;1
07.фев;0.3;0.26;01.май;0.041;46;178;0.99154;мар.19;0.56;11.мар;6;1
7;0.23;0.33;1;0.043;46;110;0.99118;03.апр;0.65;10.авг;6;1
8;0.13;0.25;01.янв;0.033;15;86;0.99044;фев.98;0.39;11.фев;8;1
06.фев;0.21;0.34;06.июн;0.03;36;91;0.9914;мар.32;0.45;12.май;7;1
08.мар;0.4;0.41;08.фев;0.05;15;122;0.9979;мар.39;0.49;09.мар;5;0
05.сен;0.34;0.31;2;0.03;38;142;0.98892;03.апр;0.41;12.сен;7;1
06.июн;0.12;0.25;01.апр;0.039;21;131;0.99114;03.фев;0.45;11.фев;7;1
09.июн;0.655;0.21;2;0.039;21;120;0.99188;3;1;12.июн;6;1
06.авг;0.26;0.4;07.май;0.046;45;179;0.99583;03.фев;0.49;09.мар;5;0
05.сен;0.34;0.31;2;0.03;38;142;0.98892;03.апр;0.41;12.сен;7;1
05.сен;0.3;0.3;2;0.03;38;142;0.98892;мар.41;0.41;12.сен;7;1
7;0.15;0.3;13.мар;0.049;46;120;0.99704;03.фев;0.36;09.май;7;1
07.сен;0.37;0.31;фев.85;0.037;5;24;0.9911;мар.19;0.36;11.сен;6;1
07.фев;0.35;0.25;05.июн;0.032;23;120;0.99334;фев.93;0.66;10.мар;7;1
07.фев;0.32;0.24;05.июн;0.033;23;120;0.99334;фев.92;0.66;10.мар;7;1
07.июн;0.1;0.33;1;0.031;33;93;0.99094;03.июн;0.68;11.фев;6;1
06.фев;0.25;0.31;03.фев;0.03;32;150;0.99014;мар.18;0.31;12;6;1
07.янв;0.31;0.17;1;0.042;21;144;0.99304;мар.13;0.4;09.июн;5;0
07.июн;0.18;0.28;07.янв;0.041;29;110;0.99652;03.фев;0.42;09.фев;6;1
8;0.17;0.29;02.апр;0.029;52;119;0.98944;03.мар;0.33;12.сен;6;1
07.фев;0.19;0.27;11.фев;0.061;46;149;0.99772;фев.99;0.59;09.мар;6;1
07.июн;0.32;0.25;09.май;0.03;15;136;0.99367;03.янв;0.44;12.янв;6;1
07.янв;0.31;0.17;1;0.042;21;144;0.99304;мар.13;0.4;09.июн;5;0
06.июн;0.21;0.29;01.авг;0.026;35;128;0.99183;мар.37;0.48;11.фев;6;1
7;0.16;0.36;02.июн;0.029;28;98;0.99126;03.ноя;0.37;11.фев;7;1
8;0.17;0.29;02.апр;0.029;52;119;0.98944;03.мар;0.33;12.сен;6;1
06.июн;0.24;0.38;8;0.042;56;187;0.99577;мар.21;0.46;09.фев;5;0
07.фев;0.19;0.27;11.фев;0.061;46;149;0.99772;фев.99;0.59;09.мар;6;1
07.июн;0.18;0.28;07.янв;0.041;29;110;0.99652;03.фев;0.42;09.фев;6;1
06.сен;0.3;0.25;03.мар;0.041;26;124;0.99428;мар.18;0.5;09.мар;6;1
06.фев;0.28;0.27;10.мар;0.03;26;108;0.99388;03.фев;0.36;10.июл;6;1
06.сен;0.31;0.32;01.фев;0.024;20;166;0.99208;03.май;0.54;09.авг;6;1
06.июл;0.23;0.25;01.июн;0.036;28;143;0.99256;03.мар;0.54;10.мар;6;1
06.фев;0.28;0.27;10.мар;0.03;26;108;0.99388;03.фев;0.36;10.июл;6;1
05.июл;0.23;0.28;сен.65;0.025;26;121;0.9925;мар.28;0.38;11.мар;6;1
06.май;0.22;0.5;16.апр;0.048;36;182;0.99904;03.фев;0.49;08.авг;6;1
7;0.18;0.37;01.май;0.043;16;104;0.99216;мар.18;0.5;10.авг;5;0
06.сен;0.31;0.32;01.фев;0.024;20;166;0.99208;03.май;0.54;09.авг;6;1
06.сен;0.3;0.25;03.мар;0.041;26;124;0.99428;мар.18;0.5;09.мар;6;1
06.май;0.46;0.31;5;0.027;15;72;0.99165;мар.26;0.6;11.май;7;1
06.май;0.23;0.36;16.мар;0.038;43;133;0.99924;мар.26;0.41;08.авг;5;0
06.май;0.23;0.36;16.мар;0.038;43;133;0.99924;мар.26;0.41;08.авг;5;0
06.май;0.23;0.36;16.мар;0.038;43;133;0.99924;мар.26;0.41;08.авг;5;0
06.июн;0.26;0.38;06.май;0.17;68;201;0.9956;мар.19;0.38;09.апр;6;1
06.июл;0.26;0.39;06.апр;0.171;64;200;0.99562;мар.19;0.38;09.апр;6;1
07.май;0.28;0.39;10.фев;0.045;59;209;0.9972;мар.16;0.63;09.июн;6;1
06.май;0.23;0.36;16.мар;0.038;43;133;0.99924;мар.26;0.41;08.авг;5;0
06.авг;0.23;0.42;07.апр;0.044;56;189;0.9958;мар.22;0.48;09.мар;6;1
07.авг;0.25;0.34;13.июл;0.044;66;184;0.99976;мар.22;0.75;08.сен;5;0
07.авг;0.25;0.34;13.июл;0.044;66;184;0.99976;мар.22;0.75;08.сен;5;0
05.июн;0.2;0.22;01.мар;0.049;25;155;0.99296;мар.74;0.43;10;5;0
06.апр;0.21;0.44;07.апр;0.045;47;182;0.9957;мар.24;0.46;09.янв;5;0
06.авг;0.23;0.42;07.апр;0.044;56;189;0.9958;мар.22;0.48;09.мар;6;1
06.авг;0.24;0.37;июл.45;0.043;59;188;0.99579;03.фев;0.5;09.апр;6;1
07.авг;0.25;0.28;07.фев;0.04;46;179;0.99541;мар.14;0.6;10.янв;6;1
07.авг;0.25;0.34;13.июл;0.044;66;184;0.99976;мар.22;0.75;08.сен;5;0
06.авг;0.16;0.29;10.апр;0.046;59;143;0.99518;03.фев;0.4;10.авг;6;1
05.фев;0.28;0.29;01.янв;0.028;18;69;0.99168;мар.24;0.54;10;6;1
07.май;0.18;0.31;06.май;0.029;53;160;0.99276;03.мар;0.38;10.сен;6;1
07.май;0.26;0.3;04.июн;0.027;29;92;0.99085;мар.15;0.38;12;7;1
08.фев;0.37;0.64;13.сен;0.043;22;171;0.99873;фев.99;0.8;09.мар;5;0
07.июн;0.4;0.27;05.фев;0.03;32;101;0.99172;мар.22;0.62;12.мар;7;1
07.май;0.26;0.25;01.июл;0.038;29;129;0.99312;мар.45;0.56;10.апр;6;1
07.май;0.18;0.31;06.май;0.029;53;160;0.99276;03.мар;0.38;10.сен;6;1
06.сен;0.23;0.32;16.апр;0.045;62;153;0.9972;мар.22;0.42;10.май;5;0
05.мар;0.2;0.31;03.июн;0.036;22;91;0.99278;мар.41;0.5;09.авг;6;1
06.май;0.17;0.31;01.май;0.041;34;121;0.99092;03.июн;0.46;10.май;6;1
06.май;0.35;0.28;12.апр;0.051;86;213;0.9962;мар.16;0.51;09.сен;6;1
06.май;0.29;0.31;01.июл;0.035;24;79;0.99053;мар.27;0.69;11.апр;7;1
06.авг;0.3;0.22;06.фев;0.06;41;190;0.99858;мар.18;0.51;09.фев;5;0
07.сен;0.51;0.36;06.фев;0.051;30;173;0.9984;03.сен;0.53;09.июл;5;0
07.сен;0.51;0.34;02.июн;0.049;13;135;0.99335;03.сен;0.51;10;5;0
06.май;0.29;0.31;01.июл;0.035;24;79;0.99053;мар.27;0.69;11.апр;7;1
07.янв;0.29;0.28;09.мар;0.048;50;141;0.9949;мар.13;0.49;10.мар;6;1
06.май;0.35;0.28;12.апр;0.051;86;213;0.9962;мар.16;0.51;09.сен;6;1
06.май;0.17;0.31;01.май;0.041;34;121;0.99092;03.июн;0.46;10.май;6;1
07.апр;0.2;0.28;09.янв;0.047;29;95;0.99532;мар.16;0.47;09.авг;7;1
06.сен;0.615;0.42;12;0.067;24;131;0.99727;мар.19;0.34;09.мар;5;0
06.авг;0.32;0.28;04.авг;0.034;25;100;0.99026;03.авг;0.47;12.апр;7;1
06.мар;0.2;0.19;12.мар;0.048;54;145;0.99668;мар.16;0.42;09.мар;6;1
06.сен;0.615;0.42;12;0.067;24;131;0.99727;мар.19;0.34;09.мар;5;0
8;0.23;0.28;02.июл;0.048;49;165;0.9952;мар.26;0.72;09.май;6;1
06.июл;0.27;0.33;03.июн;0.034;9;45;0.99144;03.авг;0.4;10.май;6;1
06.июл;0.27;0.33;03.июн;0.034;9;45;0.99144;03.авг;0.4;10.май;6;1
06.июл;0.44;0.22;04.мар;0.032;19;99;0.99015;мар.26;0.53;12.авг;7;1
7;0.34;0.3;01.авг;0.045;44;142;0.9914;фев.99;0.45;10.авг;6;1
07.мар;0.26;0.33;11.авг;0.057;48;127;0.99693;03.янв;0.55;10;6;1
05.авг;0.17;0.34;01.авг;0.045;96;170;0.99035;мар.38;0.9;11.авг;8;1
07.мар;0.26;0.33;11.авг;0.057;48;127;0.99693;03.янв;0.55;10;6;1
05.авг;0.17;0.34;01.авг;0.045;96;170;0.99035;мар.38;0.9;11.авг;8;1
06.авг;0.17;0.36;01.апр;0.036;38;108;0.99006;мар.19;0.66;12;6;1
07.янв;0.43;0.3;06.июн;0.025;15;138;0.99126;мар.18;0.46;12.июн;6;1
05.авг;0.315;0.27;янв.55;0.026;15;70;0.98994;мар.37;0.4;11.сен;8;1
05.сен;0.17;0.28;0.7;0.027;5;28;0.98985;мар.13;0.32;10.июн;5;0
06.июн;0.34;0.18;06.апр;0.082;47;240;0.9971;мар.42;0.48;09.фев;5;0
08.июн;0.33;0.34;11.авг;0.059;42;240;0.99882;мар.17;0.52;10;6;1
05.июн;0.12;0.26;04.мар;0.038;18;97;0.99477;мар.36;0.46;09.фев;5;0
05.авг;0.13;0.26;05.янв;0.039;19;103;0.99478;мар.36;0.47;09.мар;6;1
07.июл;0.18;0.35;05.авг;0.055;25;144;0.99576;мар.24;0.54;10.фев;6;1
07.июл;0.16;0.36;05.сен;0.054;25;148;0.99578;мар.25;0.54;10.фев;6;1
6;0.26;0.15;01.мар;0.06;51;154;0.99354;мар.14;0.51;08.июл;5;0
07.мар;0.32;0.35;01.апр;0.05;8;163;0.99244;мар.24;0.42;10.июл;5;0
07.июл;0.3;0.34;01.фев;0.048;4;119;0.99084;мар.18;0.34;12.янв;6;1
07.сен;0.16;0.3;07.апр;0.05;58;152;0.99612;03.дек;0.37;09.май;6;1
06.апр;0.27;0.29;10.авг;0.028;17;118;0.99356;мар.18;0.37;11.фев;6;1
06.сен;0.16;0.37;01.авг;0.034;36;95;0.98952;фев.93;0.59;12;6;1
07.сен;0.16;0.3;07.апр;0.05;58;152;0.99612;03.дек;0.37;09.май;6;1
07.июл;0.3;0.34;01.фев;0.048;4;119;0.99084;мар.18;0.34;12.янв;6;1
07.мар;0.32;0.35;01.апр;0.05;8;163;0.99244;мар.24;0.42;10.июл;5;0
06.апр;0.44;0.44;14.апр;0.048;29;228;0.99955;мар.26;0.54;08.авг;7;1
06.мар;0.2;0.24;01.июл;0.052;36;135;0.99374;03.авг;0.66;10.авг;6;1
06.фев;0.29;0.32;03.июн;0.026;39;138;0.9892;мар.31;0.37;13.янв;7;1
07.июн;0.39;0.32;03.июн;0.035;22;93;0.99144;03.авг;0.6;12.май;7;1
7;0.36;0.32;10.май;0.045;37;131;0.99352;03.сен;0.33;11.июл;8;1
7;0.36;0.32;10.май;0.045;37;131;0.99352;03.сен;0.33;11.июл;8;1
7;0.36;0.32;10.май;0.045;35;135;0.9935;03.сен;0.33;11.июн;8;1
07.июн;0.2;0.36;01.сен;0.043;24;111;0.99237;мар.29;0.54;11.мар;6;1
07.июн;0.39;0.32;03.июн;0.035;22;93;0.99144;03.авг;0.6;12.май;7;1
06.июл;0.2;0.37;янв.65;0.025;42;103;0.99022;03.ноя;0.45;11.апр;5;0
06.фев;0.235;0.34;01.сен;0.036;4;117;0.99032;03.апр;0.44;12.фев;5;0
07.авг;0.965;0.6;65.8;0.074;8;160;1.03898;мар.39;0.69;11.июл;6;1
07.янв;0.2;0.31;июн.85;0.053;32;211;0.99587;мар.31;0.59;10.апр;6;1
07.янв;0.2;0.31;07.апр;0.053;32;211;0.99587;мар.31;0.59;10.апр;6;1
07.янв;0.2;0.31;07.апр;0.053;32;211;0.99587;мар.31;0.59;10.апр;6;1
06.апр;0.24;0.25;20.фев;0.083;35;157;0.99976;мар.17;0.5;09.янв;5;0
8;0.3;0.36;11;0.034;8;70;0.99354;03.май;0.41;12.фев;6;1
06.апр;0.24;0.25;20.фев;0.083;35;157;0.99976;мар.17;0.5;09.янв;5;0
06.сен;0.4;0.42;06.фев;0.066;41;176;0.99552;03.дек;0.54;09.апр;5;0
06.сен;0.4;0.43;06.фев;0.065;42;178;0.99552;03.ноя;0.53;09.апр;5;0
07.янв;0.2;0.31;июн.85;0.053;32;211;0.99587;мар.31;0.59;10.апр;6;1
06.июн;0.25;0.51;8;0.047;61;189;0.99604;мар.22;0.49;09.фев;5;0
06.авг;0.26;0.44;08.фев;0.046;52;183;0.99584;03.фев;0.51;09.апр;5;0
06.май;0.37;0.3;02.фев;0.033;39;107;0.98894;мар.22;0.53;13.май;7;1
06.авг;0.35;0.53;10.янв;0.053;37;151;0.9963;03.июл;0.4;09.апр;5;0
06.апр;0.22;0.32;07.фев;0.028;15;83;0.993;мар.13;0.55;10.сен;8;1
06.май;0.37;0.3;02.фев;0.033;39;107;0.98894;мар.22;0.53;13.май;7;1
06.авг;0.35;0.53;10.янв;0.053;37;151;0.9963;03.июл;0.4;09.апр;5;0
06.сен;0.31;0.32;01.июн;0.036;34;114;0.99068;мар.19;0.45;11.апр;7;1
06.июл;0.16;0.37;01.мар;0.036;45;125;0.98964;мар.19;0.51;12.апр;7;1
06.июн;0.25;0.51;8;0.047;61;189;0.99604;мар.22;0.49;09.фев;5;0
06.авг;0.26;0.44;08.фев;0.046;52;183;0.99584;03.фев;0.51;09.апр;5;0
05.июн;0.15;0.31;05.мар;0.038;8;79;0.9923;03.мар;0.39;10.май;6;1
05.май;0.15;0.32;14;0.031;16;99;0.99437;мар.26;0.38;11.май;8;1
06.апр;0.22;0.32;07.фев;0.028;15;83;0.993;мар.13;0.55;10.сен;8;1
07.мар;0.2;0.26;01.июн;0.04;36;123;0.99238;мар.34;0.44;10.авг;6;1
07.май;0.17;0.71;11.авг;0.038;52;148;0.99801;03.мар;0.46;08.сен;5;0
07.май;0.18;0.72;09.июн;0.039;53;151;0.99802;03.мар;0.46;08.сен;5;0
7;0.27;0.48;06.янв;0.042;60;184;0.99566;03.фев;0.5;09.апр;6;1
05.авг;0.32;0.31;02.июл;0.049;25;153;0.99067;мар.44;0.73;12.фев;7;1
07.авг;0.26;0.31;03.июн;0.025;22;100;0.99066;фев.99;0.47;12.янв;7;1
07.апр;0.3;0.32;01.июл;0.03;23;128;0.9929;мар.17;0.66;10.сен;5;0
06.июл;0.16;0.34;01.июн;0.026;27;109;0.9934;мар.34;0.58;10.янв;6;1
05.авг;0.32;0.31;02.июл;0.049;25;153;0.99067;мар.44;0.73;12.фев;7;1
06.июл;0.19;0.39;1;0.032;14;71;0.98912;мар.31;0.38;13;7;1
06.июн;0.36;0.24;0.9;0.038;15;72;0.99066;мар.23;0.39;11;5;0
07.фев;0.17;0.41;01.июн;0.052;24;126;0.99228;мар.19;0.49;10.авг;5;0
06.июл;0.19;0.39;1;0.032;14;71;0.98912;мар.31;0.38;13;7;1
6;0.11;0.47;10.июн;0.052;69;148;0.9958;фев.91;0.34;09.мар;4;0
6;0.21;0.34;2;0.042;63;123;0.99052;мар.44;0.42;11.апр;6;1
06.июл;0.325;0.82;01.фев;0.152;49;120;0.99312;фев.99;0.38;09.фев;5;0
06.июн;0.4;0.46;06.фев;0.056;42;241;0.9968;03.май;0.6;09.сен;5;0
06.май;0.2;0.24;09.фев;0.044;25;150;0.99502;мар.22;0.44;10.май;5;0
07.июн;0.27;0.34;5;0.04;18;56;0.99084;03.июн;0.48;12.апр;6;1
07.фев;0.26;0.4;06.мар;0.047;52;172;0.99573;мар.18;0.53;09.май;6;1
06.мар;0.25;0.22;03.мар;0.048;41;161;0.99256;мар.16;0.5;10.май;6;1
06.май;0.22;0.45;8;0.053;52;196;0.9959;мар.23;0.48;09.янв;6;1
06.апр;0.14;0.31;01.фев;0.034;53;138;0.99084;мар.38;0.35;11.май;7;1
06.апр;0.14;0.31;01.фев;0.034;53;138;0.99084;мар.38;0.35;11.май;7;1
07.янв;0.26;0.32;16.фев;0.044;31;170;0.99644;мар.17;0.37;11.фев;5;0
06.июн;0.22;0.34;11.июн;0.05;59;140;0.99526;мар.22;0.4;10.авг;5;0
06.июн;0.45;0.43;07.фев;0.064;31;186;0.9954;03.дек;0.44;09.апр;5;0
06.июн;0.17;0.3;01.янв;0.031;13;73;0.99095;мар.17;0.58;11;6;1
07.фев;0.44;0.28;03.апр;0.048;22;112;0.99188;мар.21;0.37;11.мар;7;1
06.фев;0.15;0.27;01.апр;0.041;51;117;0.9909;мар.28;0.38;11.фев;6;1
06.мар;0.25;0.22;03.мар;0.048;41;161;0.99256;мар.16;0.5;10.май;6;1
06.май;0.22;0.45;8;0.053;52;196;0.9959;мар.23;0.48;09.янв;6;1
07.мар;0.26;0.3;09.мар;0.05;35;154;0.99581;мар.21;0.5;10.апр;6;1
06.сен;0.15;0.29;02.мар;0.033;14;82;0.99132;03.янв;0.58;11.фев;7;1
05.авг;0.22;0.29;0.9;0.034;34;89;0.98936;мар.14;0.36;11.янв;7;1
06.май;0.37;0.33;03.май;0.036;23;92;0.99136;мар.18;0.38;11.фев;6;1
05.май;0.375;0.38;01.июл;0.036;17;98;0.99142;мар.29;0.39;10.май;6;1
05.сен;0.2;0.4;01.мар;0.047;23;92;0.99232;03.фев;0.45;10;6;1
05.сен;0.22;0.38;01.мар;0.046;24;90;0.99232;03.фев;0.47;10;6;1
8;0.22;0.31;05.июн;0.049;24;97;0.993;03.янв;0.42;10.сен;5;0
06.май;0.22;0.29;07.апр;0.028;16;87;0.99311;мар.15;0.56;10.сен;7;1
06.сен;0.15;0.29;02.мар;0.033;14;82;0.99132;03.янв;0.58;11.фев;7;1
05.авг;0.2;0.34;1;0.035;40;86;0.98993;03.май;0.42;11.июл;5;0
06.июн;0.31;0.07;01.май;0.033;55;144;0.99208;мар.16;0.42;10;5;0
07.июл;0.43;0.37;10;0.169;22;210;0.99776;03.фев;0.64;09.май;5;0
06.июл;0.24;0.29;14.сен;0.053;55;136;0.99839;03.мар;0.52;9;5;0
07.мар;0.23;0.34;09.мар;0.052;19;86;0.99574;03.апр;0.56;10;5;0
07.сен;0.2;0.39;1;0.041;37;154;0.99093;03.авг;0.43;11.сен;5;0
05.мар;0.16;0.39;1;0.028;40;101;0.99156;мар.57;0.59;10.июн;6;1
06.апр;0.21;0.28;05.сен;0.047;29;101;0.99278;мар.15;0.4;11;6;1
06.сен;0.33;0.26;5;0.027;46;143;0.9924;мар.25;0.43;11.фев;7;1
05.июн;0.18;0.58;янв.25;0.034;29;129;0.98984;мар.51;0.6;12;7;1
06.июн;0.29;0.31;03.сен;0.027;39;96;0.99035;мар.24;0.6;12.июн;8;1
06.сен;0.33;0.26;5;0.027;46;143;0.9924;мар.25;0.43;11.фев;7;1
06.июн;0.21;0.36;0.8;0.034;48;113;0.99165;мар.24;0.68;10.май;6;1
07.мар;0.21;0.33;1;0.037;66;144;0.9923;03.ноя;0.52;10.фев;6;1
06.апр;0.21;0.28;05.сен;0.047;29;101;0.99278;мар.15;0.4;11;6;1
05.янв;0.11;0.32;01.июн;0.028;12;90;0.99008;мар.57;0.52;12.фев;6;1
06.май;0.15;0.32;01.мар;0.036;19;76;0.98964;мар.18;0.41;12.мар;6;1
05.мар;0.16;0.39;1;0.028;40;101;0.99156;мар.57;0.59;10.июн;6;1
05.июн;0.19;0.46;01.янв;0.032;33;115;0.9909;мар.36;0.5;10.апр;6;1
05.июн;0.18;0.58;янв.25;0.034;29;129;0.98984;мар.51;0.6;12;7;1
06.июл;0.48;0.32;01.апр;0.021;22;121;0.9889;мар.15;0.53;12.июл;7;1
06.фев;0.23;0.23;01.фев;0.018;18;128;0.99178;03.май;0.28;10.июн;5;0
6;0.17;0.29;5;0.028;25;108;0.99076;мар.14;0.34;12.мар;6;1
06.июл;0.48;0.32;01.апр;0.021;22;121;0.9889;мар.15;0.53;12.июл;7;1
06.июл;0.15;0.38;01.июл;0.037;20;84;0.99046;03.сен;0.53;11.апр;6;1
04.фев;0.17;0.36;01.авг;0.029;93;161;0.98999;мар.65;0.89;12;7;1
05.авг;0.21;0.32;01.июн;0.045;38;95;0.98946;мар.23;0.94;12.апр;8;1
05.апр;0.23;0.36;01.май;0.03;74;121;0.98976;мар.24;0.99;12.янв;7;1
06.июл;0.15;0.38;01.июл;0.037;20;84;0.99046;03.сен;0.53;11.апр;6;1
06.апр;0.22;0.31;13.сен;0.04;57;135;0.99672;мар.21;0.38;10.июл;5;0
06.май;0.15;0.55;05.сен;0.045;75;162;0.99482;фев.97;0.4;09.мар;5;0
05.сен;0.32;0.33;02.янв;0.027;35;138;0.98945;мар.37;0.42;12.июл;6;1
